,company,ret
57,ALK,-0.00813108291187
1455,SLGN,-0.00782361308339
774,HE,-0.0077739959157
1074,MGEE,-0.0077739959157
1056,MD,-0.00775408474107
651,FNF,-0.00772751201301
800,HXL,-0.00748820300791
87,GOOGL,-0.00737442427181
115,AMP,-0.00669176076822
691,FBHS,-0.00644468313741
757,GWRE,-0.00644095788604
301,CPT,-0.00627483424714
1387,COL,-0.0062446167089
1381,RAD,-0.00614556374743
964,LVS,-0.00611262082414
622,EXPE,-0.00591810620606
792,HSIC,-0.00590711996481
1308,PCLN,-0.00588693957115
1035,MA,-0.00582048401905
816,HON,-0.00556889102187
1362,REGN,-0.00525891450141
1438,SRE,-0.00500262284794
1122,NDAQ,-0.00494085280002
302,CPB,-0.00492330997965
90,AMZN,-0.00466821783053
1032,MASI,-0.00455635491607
1392,RDC,-0.00443049658603
249,BWA,-0.00437586365599
710,GRMN,-0.00436375202204
253,BSX,-0.00431965442765
1268,PEP,-0.00429836575005
243,BNCN,-0.00419566585337
1342,Q,-0.00406150275602
97,AEE,-0.0039340277999
47,AGNC,-0.00391964723225
830,HUBB,-0.0037467955033
953,KLIC,-0.00341588385995
842,IDA,-0.00322486074506
455,CACC,-0.00321363699874
703,FCN,-0.00303951367781
620,EXC,-0.00287253141774
430,STZ,-0.00287014350711
1560,TGT,-0.00274687543022
638,FAST,-0.00244379276548
995,LKQ,-0.0023569023569
976,LVLT,-0.00231150907253
1423,SGMS,-0.00222469410456
954,LB,-0.00218681662011
1161,NWSA,-0.00210526315789
1183,NCLH,-0.00170357751278
1269,PKI,-0.00167722698387
110,AWR,-0.00142823137384
1079,MIK,-0.00135501355014
274,BPL,-0.00134565123634
1550,SYY,-0.00127118207024
1358,RWT,-0.00121640840182
927,KRNY,-0.00121640840182
958,LADR,-0.00121640840182
222,BNCL,-0.00121640840182
641,FMCC,-0.00121640840182
643,FRT,-0.0011170666538
566,EDE,-0.0011170666538
1583,TNH,-0.00103501811149
1586,TSRO,-0.000954745083063
596,EQGP,-0.000848888440721
986,LGND,-0.000829416643627
276,BWLD,-0.000751079677036
899,JJSF,-0.00065066947957
1368,RSG,-0.000534970327326
1162,NXST,-0.000510812192555
1182,NWE,-0.000469139325578
175,ATNI,-0.000397668888124
1516,SRCL,-0.000248694354638
1409,SBH,-0.000187551590065
212,BATS,-0.000187551590065
201,BXS,-0.000148345942738
1296,BPOP,-0.000131339474746
889,IVR,0.0
1361,REG,0.0
340,CF,0.0
359,CIM,6.0251174399e-05
339,CERN,0.000166223404255
576,ENR,0.000293685756558
1351,RTN,0.000401670951245
836,HUN,0.000579013384633
458,CRTO,0.000616998303255
459,CCI,0.000686769690149
524,DEI,0.000765567687477
1288,PAH,0.000780031201248
1152,NEWR,0.000824175824176
722,GEL,0.000945179582054
179,AN,0.000945179582054
1062,MRK,0.00101030201065
38,AERI,0.00101030201065
870,IART,0.00101030201065
1446,NOW,0.00106271105273
1119,MYGN,0.0011598237068
1440,SNH,0.00118906064202
1329,PHM,0.00118906064202
446,COST,0.00130200260396
560,EA,0.00131137986303
1536,SVU,0.00147710487445
258,BFAM,0.00149925037481
385,CLX,0.00150031585556
1421,SWM,0.0016698473288
393,KO,0.00169169777841
1169,NI,0.00178168428575
242,BMCH,0.00182360356805
1060,MENT,0.0020674579327
827,HRG,0.00221729490022
997,L,0.00234925606871
52,AYR,0.00239923224696
281,BCR,0.00248716727513
632,FN,0.00252525252525
181,AVB,0.00259884634473
1441,ST,0.00261210274271
320,CTLT,0.00285171102505
1203,OCLR,0.0028818443804
75,ALE,0.00295974743563
532,DTE,0.00312621010998
912,JNJ,0.00323621880276
519,D,0.00341195668295
23,ATVI,0.00362976406534
11,ABBV,0.00372754998294
478,DAN,0.00386884745209
145,WTR,0.00404312668651
1262,PENN,0.00438871473354
1083,MSFT,0.00470843897105
117,AMSF,0.00504381795188
1295,PLKI,0.00567302733368
41,AET,0.00576744185997
684,FMC,0.00614736102605
1357,RRR,0.00634814567536
1121,NH,0.00634814567536
392,COKE,0.00634814567536
31,WMS,0.00634814567536
30,ADSW,0.00634814567536
644,FDML,0.00634814567536
985,LPNT,0.00634814567536
1057,MEDP,0.00634814567536
1462,SITE,0.00634814567536
743,GHC,0.00634814567536
1330,PBYI,0.00634814567536
400,CHRS,0.00634814567536
542,ELF,0.00634814567536
192,AXON,0.00634814567536
386,CLVS,0.00634814567536
194,BGS,0.00634814567536
303,CWH,0.00634814567536
1249,PRTY,0.00634814567536
862,INVA,0.00634814567536
1195,NVDA,0.00641221374074
556,EIX,0.00641593852987
1045,MKC,0.00668413969442
625,ESRX,0.00679566920065
1356,RHT,0.0071758696181
534,DRE,0.00718735026165
174,ATO,0.00718964690728
749,GXP,0.00737735152946
191,AXS,0.00775361707327
1263,PEI,0.00783410138195
911,JBT,0.00796344828834
1177,NOC,0.00800811488942
1095,TAP,0.00804980143824
1155,NYRT,0.00815850816088
1373,REV,0.00833031510322
1493,SRC,0.00842480961035
1558,SKT,0.00843112249023
1376,RAI,0.00844058447628
213,BAX,0.00863025158507
1366,RNR,0.00886491704399
1575,TTEC,0.00918079096074
1302,PPL,0.00933126950685
138,ARI,0.00990411494551
46,AGIO,0.0099564405725
905,JKHY,0.0100288722835
559,EE,0.010286918923
1058,MDT,0.0102997535459
1085,MAA,0.0103471295055
946,KN,0.0103476151981
1153,NRZ,0.0104083266642
708,GLPI,0.0105416212303
1372,RPAI,0.0108283703303
263,BRX,0.0109631949868
510,DIN,0.0111306385486
1354,RP,0.0112612612613
461,CSGS,0.0112860210675
1127,NHI,0.0114078228956
186,AVA,0.0114383757497
599,EQIX,0.0116002178072
1326,PTC,0.0116009280759
678,FLT,0.0118132252202
831,HUBS,0.0118598382749
1587,TSLA,0.0118892027489
402,CL,0.012000607625
1030,MRVL,0.0121951219512
1003,LTC,0.0122968500559
1100,MON,0.0124344877198
1213,OHI,0.0124457308231
323,CAVM,0.0125499598686
603,EQR,0.0125499598686
674,FIT,0.0126625598905
505,DKS,0.0126891166423
283,CA,0.0131252217116
618,EXAS,0.01317233809
261,BMY,0.0133213119313
932,KEY,0.0136050225467
1306,PINC,0.0136050225467
803,HIW,0.0136050225467
16,ACAD,0.0136050225467
216,BDX,0.0136071103926
982,LTRPA,0.013698630137
409,COLM,0.0137214137217
1004,LULU,0.0137260182135
1013,MSG,0.0137260182135
101,ACC,0.0137322216788
1338,QCOM,0.0138945233253
168,ASTE,0.0139511709028
67,BABA,0.0140096618355
1414,SAP,0.0140096618355
808,HTHIY,0.0140096618355
1061,MELI,0.0140096618355
869,PODD,0.0144888650389
615,ES,0.0145043146828
1289,PLXS,0.0148148148124
589,EPD,0.0148283122785
363,CB,0.0148600410248
28,ADBE,0.015018908698
1281,PNW,0.0151133501266
764,HYH,0.015192950471
63,ALEX,0.0152115139925
1096,MDLZ,0.0154922964643
1382,RLI,0.015625
919,KAMN,0.0156336870595
1391,ROST,0.0157746876614
373,CTAS,0.0158492182488
307,COF,0.0162406015041
517,DLTR,0.0162665111521
581,ENLC,0.0168124260239
1510,STWD,0.0168488785765
828,HSNI,0.0168573148712
664,FHB,0.017060716595
1380,RBA,0.017060716595
284,CAB,0.017060716595
1490,SR,0.0171145988722
190,AXTA,0.0171813289963
819,HZNP,0.0173708920188
1522,STOR,0.0181558027936
254,BOX,0.018234865062
947,KSS,0.0183864121831
1299,PCH,0.0184679169068
1118,MYL,0.0186510926903
1528,SUI,0.0186899862814
781,HR,0.018705035973
1175,NSC,0.0188506797669
851,INCR,0.0189035916824
171,T,0.0189517323054
844,IDXX,0.0192899077439
903,JCOM,0.0193164933127
1557,TEP,0.019360815192
1142,NNI,0.0194351655009
896,ITRI,0.0194420963652
689,FTV,0.0195009089408
351,CQP,0.0195541650391
709,GPS,0.0196025778714
649,FGEN,0.0197456492637
1008,MAC,0.0198726637772
252,BXP,0.0199739470263
1317,PGR,0.0202117420607
327,CBS,0.0203832156677
707,GME,0.0203853728465
980,QVCA,0.0209267563528
319,CASY,0.0209357518217
902,SJM,0.0209419750014
942,KLAC,0.0213549337262
221,BHE,0.0213791026793
1009,CLI,0.0218878248974
7,AAN,0.0218878248974
1111,MSCI,0.0222505668938
527,DPS,0.0223829397159
1445,SERV,0.0232073011734
607,ESS,0.0232288889925
1355,O,0.0237047247415
785,HLS,0.0238335011736
1149,NSR,0.0238562835967
783,HTA,0.0239757516031
848,ILMN,0.024198281842
1108,MRC,0.0242768595044
257,BDN,0.0242768595044
1218,OGS,0.024295630869
794,HRI,0.0243393602238
520,DPZ,0.0248709124849
81,AWH,0.0252074257877
727,GNW,0.0257289879976
1130,NNN,0.0258709016395
1328,PSA,0.0260386535173
1193,NTNX,0.0267916945716
429,ED,0.0268413484581
1164,NEP,0.0273489192763
1214,OMCL,0.0274380165289
1237,PCRX,0.0275994865232
341,CRL,0.0278736734433
1191,NS,0.0279415534472
734,GNL,0.0279811715501
64,ALX,0.0279811715501
244,BWP,0.0285261489649
1374,REXR,0.0289193302892
1257,PYPL,0.0292863235712
1341,DGX,0.0293734625967
863,INGN,0.0300616649538
296,CWT,0.0301018149635
833,HUM,0.0302567549541
553,SATS,0.0302950474183
1133,NAVI,0.0305443335254
1304,PRAH,0.0306067657047
318,CRI,0.0306067657047
1458,SPG,0.0306371249867
733,GSK,0.0308290155425
1012,M,0.0308290155425
209,BCS,0.0308290155425
422,CAG,0.0310589386174
736,GMED,0.0312264860825
1048,MCK,0.0312679738562
133,ANTM,0.0314803235049
287,CCMP,0.031573986803
475,CONE,0.032342187787
136,AIV,0.0324993551713
960,LAMR,0.0325854346878
1181,NWN,0.0326463986927
395,CCOI,0.0327478416179
1163,NEE,0.0330118325546
936,KIM,0.0331318016915
1260,PEB,0.0331887831075
1561,TASR,0.0331887831075
956,LZB,0.0331887831075
1115,LABL,0.0331887831075
239,BLMN,0.0331887831075
568,EIG,0.0331887831075
1000,LPX,0.0331887831075
1064,MRCY,0.0331887831075
1286,PLNT,0.0331887831075
502,DO,0.0331950207468
582,ENLK,0.0332208991475
1565,TCB,0.0334249084249
1137,NBTB,0.0334249084249
754,GPI,0.0334249084249
352,CQH,0.033956386293
131,AM,0.033956386293
571,EEP,0.033956386293
597,EQM,0.033956386293
880,IFF,0.034643148232
1316,PRGS,0.034643148232
463,CST,0.0351571654979
608,EL,0.0356344819477
747,GVA,0.0357656625008
1086,MIDD,0.0357888873416
845,INFO,0.0357888873416
798,HES,0.0359153857848
278,BG,0.035958124717
491,DVMT,0.0360591614717
627,EXR,0.0362891429431
1284,PBI,0.036337895233
1194,NUVA,0.0365900383142
961,LANC,0.0370200912499
1052,MEG,0.0372511239563
738,GS,0.0374484290717
204,BMO,0.0374484290717
1205,OGE,0.0375034597284
1492,SAVE,0.0377604166667
1228,OSK,0.0379012199453
1176,NTRS,0.0384236453202
1352,ROLL,0.0385064177354
60,AA,0.0385064177354
1088,MTX,0.0391513008331
1222,OKS,0.0393239047929
149,ADM,0.0395332221961
132,AR,0.0395803528851
1107,MPLX,0.0396510705798
1226,OA,0.0400465657743
349,CHMT,0.0401814646848
716,GE,0.0402557900197
424,CNNX,0.0405174864944
1253,PTEN,0.0405174864944
962,LSTR,0.0406646261481
1276,DOC,0.0406646261481
434,CTB,0.0406646261481
435,CPS,0.0409176281191
1050,MDU,0.0409480234714
1138,NCS,0.0411073825503
150,ARNC,0.0411392405062
80,LNT,0.0412512890996
928,K,0.0416546555191
1379,RNG,0.041700202252
884,ISIL,0.041956305859
1463,SIX,0.0423069626261
118,ABC,0.0423115577886
796,HSY,0.042630226582
225,BGCP,0.04361702127
1112,MSGN,0.0436527847466
594,EPR,0.0438910604016
1075,MTG,0.0439648281375
1017,MNK,0.044068270845
548,EMN,0.0446583090812
441,COR,0.0446583090812
1230,OTTR,0.0446583090812
1591,TRU,0.0447139067829
1272,PCG,0.0447227191395
906,JACK,0.045341742871
1456,SLAB,0.0456637422696
1315,PG,0.0456939689228
887,ISRG,0.0457826711345
1025,MKTX,0.0458294283032
1527,SMLP,0.0463687150858
533,DUK,0.0464396284838
425,CNMD,0.0466898039511
218,BGNE,0.0467625899281
245,BA,0.0470675017403
820,HRL,0.0472785061572
420,CSC,0.0475582508767
1496,SFM,0.047701433516
1340,PWR,0.0479527480646
1219,OB,0.0480649188518
391,COH,0.0480747354334
108,AIG,0.0481605351127
1212,OMAM,0.0481605351127
367,CI,0.0482842610502
929,KMPR,0.0483789685874
1241,P,0.0486159169557
1411,SANM,0.0486880466494
121,AMKR,0.0486880466494
8,ABAX,0.0487850819361
439,CXW,0.0488467078405
388,CMS,0.0490313732218
1402,SPGI,0.0495006513257
720,GCO,0.0496859992612
1563,TMHC,0.0497087378636
868,IBP,0.0497237569049
717,GGP,0.0497655724833
1131,NSM,0.049839164628
465,CUBE,0.0499781647287
1478,SJI,0.0508039189649
1521,SWC,0.0508039189649
983,LSI,0.0510284035253
507,DLR,0.0513567014751
531,DSW,0.0525081300162
248,BAH,0.0525679758308
1428,STX,0.0525679758308
328,CDK,0.0525679758308
396,CGNX,0.0525679758308
789,HEI,0.0525759386307
44,AGCO,0.0527622594662
1562,TCO,0.0527989816143
240,BUFF,0.0528981429375
601,ELS,0.0532783297724
332,CE,0.0533755274267
348,CC,0.0537332757877
1148,NBIX,0.054461864906
246,BOFI,0.0546092184369
1480,SO,0.0549552330947
408,CXP,0.0558510638298
3,EGHT,0.0558510638298
229,BIIB,0.0562336229486
292,CZR,0.056312205344
198,BLL,0.0565078442765
223,BERY,0.0572607581082
66,ALXN,0.0580763257156
837,HURN,0.058257616248
778,HCP,0.0584002214234
314,CCL,0.0586863583357
1250,PTHN,0.0592666441713
806,HTH,0.059447983015
173,AAWW,0.059447983015
234,BLKB,0.0603767509257
1477,BID,0.0606021321581
1539,SWFT,0.0614061109474
1047,MCD,0.0624365985351
42,AMG,0.0629482071709
416,CSAL,0.0629482071709
1581,TER,0.0630149237834
742,GGG,0.0632183908053
493,DAL,0.0633522131333
116,ABCB,0.0635963049009
1541,SYMC,0.0636280646189
462,CSRA,0.0639558232932
59,ALB,0.0641878491223
315,CUK,0.064522161961
839,IBKC,0.0654971791266
1204,ODP,0.065573770495
1287,PLT,0.0656488549663
1255,PAYC,0.0656488549663
1141,NKTR,0.0657811511701
981,LPT,0.065998568361
725,THRM,0.0660649819495
804,HRC,0.066116964422
6,AIR,0.06653144016
1335,QTS,0.0666691930396
1113,MLI,0.0667664110732
893,IRBT,0.0669077757685
1353,RLGY,0.067524115766
934,KRC,0.067524115766
843,IEX,0.0676151179434
1150,NVRO,0.0676893879488
137,APOG,0.0681686886193
280,BWXT,0.0683639183253
291,CACQ,0.0685343829589
1489,SPB,0.0687664041994
672,FE,0.0691399662765
217,BBBY,0.0692068429254
1291,PNM,0.0694383016353
94,AMCX,0.0694383016353
230,BMRN,0.0694945788519
1531,SUN,0.0696732379146
755,GRPN,0.0696864111498
1314,PRA,0.0702380952365
504,DRH,0.0702380952365
891,IONS,0.0705272255834
1298,POST,0.0710932260242
1537,SCAI,0.0721788311339
330,CEB,0.0723626852659
1172,NMR,0.0723958382321
1242,PNRA,0.072577092511
26,GOLF,0.073675826364
21,ACCO,0.073675826364
1267,PBCT,0.0739035130931
1184,NG,0.0739795918367
259,EAT,0.0746785319341
1055,MDSO,0.0757311217809
860,INGR,0.0764156203287
336,CNP,0.0764156203287
1394,RCL,0.0764156203287
12,ABMD,0.0768129770992
758,GPOR,0.077123204991
231,BKH,0.0775121838024
1459,SSD,0.0777903043973
1188,NUS,0.0791797208781
1160,NEM,0.0793139841867
55,AKRX,0.0798842257598
1431,SGEN,0.0801444043321
941,KKR,0.0804067353645
1410,SAFM,0.080418118466
272,BRKR,0.0805877114891
1022,MRO,0.0808647465281
1398,RRD,0.0811287477967
1551,TMUS,0.0812603648425
1504,STMP,0.0818199763127
333,CELG,0.0832127351664
96,UHAL,0.08494284588
467,CFR,0.0852184087356
1452,SFLY,0.0858931715914
1395,RGLD,0.0859424920129
648,GSM,0.0879160626324
1585,TRNO,0.0886320575974
859,IM,0.0886320575974
1275,PSXP,0.088652482268
69,ALKS,0.0891877058178
321,CAT,0.0897163120562
676,FPRX,0.0898109243697
1495,S,0.0906973774324
583,NPO,0.0915845991618
1526,SUM,0.0919219666642
1089,MITSY,0.0936132983437
636,FRFHF,0.0936132983437
642,FNMA,0.0936132983437
270,BPY,0.0936132983437
200,BBVA,0.0936132983437
1393,RBS,0.0936132983437
103,AEP,0.0936132983437
821,HPT,0.0936132983437
170,AZN,0.0936132983437
856,ING,0.0936132983437
881,IGT,0.0936132983437
129,NLY,0.0936132983437
1570,TTNDY,0.0936132983437
890,ISBC,0.0936132983437
361,CMG,0.0936132983437
1123,NABZY,0.0936132983437
9,ABB,0.0936132983437
1273,PM,0.0938671297741
1038,MAT,0.0942408376956
177,ALV,0.0950064922222
951,KR,0.0950261780125
89,AMAG,0.096223674655
1006,LYB,0.0963769409237
516,DG,0.0969408558494
453,CBRL,0.09703352614
1019,MFS,0.0994649039956
626,STAY,0.100001792147
260,BCO,0.100162425555
482,PLAY,0.100448194042
158,AJG,0.10076857387
779,HDS,0.10076857387
867,NSP,0.100964840758
1005,LITE,0.101
598,EFX,0.10269005848
1151,NJR,0.103256181281
102,AEO,0.103421760861
427,CNX,0.103636403126
77,AHGP,0.103636403126
1197,NXTM,0.104891578417
17,AKR,0.107169811321
616,EVTC,0.107566089337
1384,RMR,0.108461538463
1559,TRGP,0.109791163868
824,HLI,0.112841945289
567,ESRT,0.113176152952
184,AVXS,0.113176152952
1343,RDN,0.113176152952
1010,MTSI,0.113258916417
924,KBH,0.114137049137
1076,MGP,0.114137049137
977,LXRX,0.114137049137
1415,SRPT,0.114467408585
334,CNC,0.115234705982
971,LC,0.115336813321
405,SFR,0.115751789981
702,FTR,0.116083916082
19,XLRN,0.117579647032
335,CDEV,0.118905647141
148,ARCH,0.118905647141
628,XOG,0.118905647141
570,EEQ,0.118905647141
572,ENB,0.118905647141
823,HMHC,0.119794344473
714,GNRC,0.120869171566
1475,SONC,0.121096460793
1443,SRG,0.121906360504
480,DRI,0.122002820874
768,HOG,0.122448979592
965,LHO,0.122466074719
160,ABG,0.122656220375
1190,NUE,0.122656220375
473,CVS,0.129857967848
1202,OII,0.130253691785
358,PLCE,0.130545786562
1488,SEP,0.131941148552
1517,STE,0.134215500945
670,FSLR,0.134238569955
125,ADI,0.134336488587
0,TWOU,0.138323840521
858,NGVT,0.139693033323
1481,SCCO,0.139693033323
713,GCP,0.139693033323
788,HL,0.139693033323
675,FIVE,0.14724803431
188,AVP,0.147540983607
1251,PEGI,0.149357342743
1097,MORE,0.149665437662
1487,SE,0.160616061606
264,AVGO,0.163989637302
1474,SOHU,0.167142857143
695,FCPT,0.167149758449
34,APFH,0.170731707316
1499,SQ,0.172178988327
155,ARRY,0.17369011585
324,CBL,0.17369011585
457,CEQP,0.174674957604
776,FUL,0.175401521555
1207,ODFL,0.178923177938
797,HTZ,0.179228179228
360,CBPO,0.182142560783
498,DERM,0.184057475197
383,CCO,0.189224704336
655,FNSR,0.189852700491
1471,SWHC,0.193268186754
1449,SHLX,0.20382719629
1406,SAGE,0.222478507025
33,AMD,0.226495726496
1371,ROIC,0.227718550107
78,ARLP,0.227827742332
1258,PBF,0.230676328502
135,APA,0.231067208986
1223,OPHT,0.234748427673
18,AXDX,0.243634259259
701,FDP,0.266106442577
631,FFIV,0.266106442577
630,FNB,0.277359583092
624,EXPO,0.277912621359
154,AWI,0.279238330566
205,BK,0.286995515695
1028,MMC,0.286995515695
1584,TERP,0.374863387978
